precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","FORȚA DREPTEI-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL TETOIU",405,TETOIU,173855,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:34:18",552,490,0,36,26,357,295,0,36,26,338,19,540,183,54,96,127,23,19,6,13
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV BĂROIU",406,TETOIU,173855,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:34",309,287,0,8,14,194,172,0,8,14,186,8,313,119,45,59,59,12,6,1,4
40,VÂLCEA,"SCOALA GENERALĂ CU CLASELE.I-IV BUDELE",407,TETOIU,173855,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:10:33",139,129,1,3,6,109,99,1,3,6,85,24,154,45,15,22,25,11,2,1,9
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE.I-IV NENCIULEŞTI",408,TETOIU,173855,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:55",299,256,0,35,8,195,152,0,35,8,180,14,286,91,9,32,82,20,8,2,27
40,VÂLCEA,"ŞCOALA GENERALĂ CU CLASELE.I-VIII ŢEPEŞTI",409,TETOIU,173855,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:05:07",647,590,0,19,38,452,395,0,19,38,428,24,720,268,23,137,118,55,60,27,8
