precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANIŢAŞ IOAN-CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","TRANDAFIR VASILE-RADU-PARTIDUL NAȚIONAL LIBERAL-voturi"
32,"SATU MARE","CĂMINUL CULTURAL SOMEȘENII",131,APA,136802,2,PART,PRCNCT,P,P_SV,"2024-06-11 23:13:20",228,217,0,5,6,168,157,0,5,6,168,0,267,99,40,128
32,"SATU MARE","CENTRU CULTURAL ”EMIL MATEI” APA",129,APA,136802,3,PART,PRCNCT,P,P_SV,"2024-06-11 23:08:13",1029,1001,0,6,22,645,617,0,6,22,629,16,1123,478,177,452
32,"SATU MARE","SCOALA GIMNAZIALĂ ”VASILE LUCACIU” APA",130,APA,136802,3,PART,PRCNCT,P,P_SV,"2024-06-11 23:11:21",885,849,0,7,29,522,486,0,7,29,478,44,947,425,133,345
