precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MURĂRESCU ALEXANDRA MIHAELA-voturi"
2,ARAD,"CAMIN CULTURAL ȚELA",191,BATA,9887,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:19:30",284,249,1,25,9,207,172,1,25,9,193,14,277,70,25,123,20,9,16
2,ARAD,"CĂMINUL CULTURAL BACĂUL DE MIJLOC",189,BATA,9887,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:40:24",150,142,0,7,1,112,104,0,7,1,107,5,160,48,17,36,3,10,41
2,ARAD,"CĂMINUL CULTURAL BULCI",190,BATA,9887,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:56:35",81,69,5,6,1,45,38,0,6,1,43,2,78,33,8,30,0,1,4
2,ARAD,"PRIMĂRIA COMUNEI BATA",188,BATA,9887,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:47:00",372,346,1,21,4,269,244,0,21,4,252,17,380,111,80,95,26,46,5
