precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
32,"SATU MARE","CĂMIN CULTURAL SAT HOREA",279,SANISLĂU,138663,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:02:33",128,114,0,9,5,75,61,0,9,5,70,5,150,75,35,0,11,15,4,3,2,0
32,"SATU MARE","CĂMIN CULTURAL SAT MARNA NOUĂ",280,SANISLĂU,138663,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:10:35",286,278,1,7,0,173,165,1,7,0,170,3,351,177,128,1,3,19,15,3,1,0
32,"SATU MARE","GRĂDINIŢA SANISLĂU",277,SANISLĂU,138663,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:44:02",1338,1312,4,6,16,726,704,1,6,15,652,73,1430,705,32,33,9,279,11,45,238,5
32,"SATU MARE","ŞCOALA CU CL. I-VIII GH. BULGĂR-SANISLĂU",278,SANISLĂU,138663,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:23:22",1279,1267,0,5,7,739,727,0,5,7,619,120,1350,610,124,78,23,179,70,37,96,12
