precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.3 GĂLĂŢUI",83,"ALEXANDRU ODOBESCU",94125,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:41",318,228,0,65,25,282,192,0,65,25,275,7,330,48,165,108,2
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR1 NICOLAE BALCESCU",81,"ALEXANDRU ODOBESCU",94125,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:22:58",1127,1010,2,65,50,840,727,1,65,47,825,15,1025,185,568,249,8
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 2 ALEXANDRU ODOBESCU",82,"ALEXANDRU ODOBESCU",94125,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:12:58",1038,913,1,79,45,752,628,0,79,45,737,15,970,218,403,325,9
