precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ZAR ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","UDREA VIOREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TUVENIA COSTEL-PARTIDUL NAȚIONAL LIBERAL-voturi","TUDORACHE FĂNICĂ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
41,VRANCEA,"CĂMIN CULTURAL GOLEŞTI",176,GOLEŞTI,174824,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:18:37",1631,1618,1,2,10,771,761,0,2,8,771,0,1785,1014,582,59,65,65
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT GOLEŞTI",177,GOLEŞTI,174824,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:21:48",973,966,3,2,2,478,474,0,2,2,459,19,1066,588,306,73,37,43
41,VRANCEA,"ŞCOALA GIMNAZIALĂ GOLEŞTI",175,GOLEŞTI,174824,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:01:08",1439,1435,0,0,4,696,692,0,0,4,684,12,1588,892,480,91,60,53
