precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SAMOILĂ ION-PARTIDUL NAȚIONAL LIBERAL-voturi","ILIE SORIN-IONUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DAMIAN FLORIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","RADU CONSTANTIN-DANIEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
25,ILFOV,"GRĂDINIŢA DE COPII",238,GRUIU,103513,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:07:32",1818,1787,0,22,9,1095,1064,0,22,9,1060,35,2000,905,737,24,12,287
25,ILFOV,"ŞCOALA DE 4 ANI",237,GRUIU,103513,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:24:41",1575,1528,1,14,32,963,916,1,14,32,943,20,1700,737,756,28,24,135
25,ILFOV,"ŞCOALA DE 4 ANI",240,GRUIU,103513,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:39",686,665,2,10,9,496,477,0,10,9,485,11,766,270,391,16,10,68
25,ILFOV,"ŞCOALA DE 8 ANI",239,GRUIU,103513,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:07:35",1884,1839,3,16,26,1066,1026,1,16,23,1041,25,2000,934,812,52,19,158
