precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STANCIU ROBERT-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IARCA AIDA-LAURA-PARTIDUL NAȚIONAL LIBERAL-voturi","IORDACHE GHEORGHE-ALIANȚA ELECTORALĂ PSD-PUSL-voturi","VLĂSCEANU GHEORGHE-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","ILIE TRANDAFIR-PARTIDUL MIȘCAREA POPULARĂ-voturi"
31,PRAHOVA,"CĂMIN CULTURAL COCORĂȘTII CAPLII, SAT COCORĂȘTII CAPLII, NR.130",474,MĂGURENI,134050,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:16:07",680,669,2,6,3,370,361,0,6,3,363,7,700,330,7,97,235,19,5
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ MĂGURENI,CORP A, SAT MĂGURENI, NR.982",473,MĂGURENI,134050,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:45:42",1310,1299,0,10,1,763,753,0,10,0,750,9,1568,805,17,350,353,21,9
31,PRAHOVA,"ȘCOALA PRIMARĂ LUNCA PRAHOVEI, SAT LUNCA PRAHOVEI, NR.39",475,MĂGURENI,134050,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:04:42",911,903,0,8,0,520,512,0,8,0,493,27,999,479,3,178,298,9,5
31,PRAHOVA,"ȘCOALA PRIMARĂ MĂGURENI, CORP B, SAT MĂGURENI, NR.201",471,MĂGURENI,134050,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:30:44",1378,1365,0,9,4,819,806,0,9,4,805,14,1568,749,13,338,426,20,8
31,PRAHOVA,"ȘCOALA PRIMARĂ SATUL BANULUI, SAT MĂGURENI, NR.541",472,MĂGURENI,134050,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:46:25",931,924,0,4,3,567,560,0,4,3,554,13,1000,433,24,278,217,23,12
