precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
5,BIHOR,"CĂMIN CULTURAL”ELISABETA PAVEL” GIRIȘU NEGRU",634,TINCA,31789,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:48:21",580,539,0,11,30,364,323,0,11,30,349,15,593,224,2,23,182,138,3,1
5,BIHOR,"CLĂDIRE MULTIFUNCȚIONALĂ RÂPA",636,TINCA,31789,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:01:55",449,401,0,12,36,330,282,0,12,36,316,13,468,139,2,7,233,66,2,6
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL BELFIR",633,TINCA,31789,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:37:32",472,462,0,8,2,227,217,0,8,2,193,34,503,276,36,4,48,25,3,77
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.1 TINCA",632,TINCA,31789,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:32:45",1084,1005,0,22,57,726,647,0,22,57,703,23,1199,473,108,30,266,226,13,60
5,BIHOR,"LICEUL TEORETIC N.JIGA",630,TINCA,31789,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:19:17",1385,1319,1,14,51,799,734,0,14,51,644,155,1488,687,18,15,325,125,156,5
5,BIHOR,"SCOALA GENERALA",635,TINCA,31789,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:37:54",912,885,0,12,15,582,555,0,12,15,553,29,998,416,8,28,323,189,4,1
5,BIHOR,"SCOALA PRIMARA I-IV",631,TINCA,31789,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:18:35",1353,1208,2,68,75,816,715,0,26,75,788,28,1434,618,72,64,344,224,36,48
