precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SĂLCUDEAN TEODOR-ALIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CIPARIU DARIUS-ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","FRĂŢILĂ ILIE-PARTIDUL NAȚIONAL LIBERAL-voturi"
1,ALBA,"CĂMINUL CULTURAL SÂNCEL",379,SÂNCEL,7348,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:01:38",1308,1265,1,7,35,817,775,0,7,35,801,16,1437,620,173,311,317
1,ALBA,"GRADINIŢA DE COPII CU PROGRAM NORMAL ICLOD",380,SÂNCEL,7348,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:01:39",310,297,0,7,6,137,124,0,7,6,134,3,327,190,11,66,57
1,ALBA,"ŞCOALA PRIMARĂ PĂNADE",381,SÂNCEL,7348,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:15",511,486,1,4,20,395,371,0,4,20,391,4,560,165,9,351,31
