precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BĂLĂŞANU CONSTANTIN-CORNELIU-PARTIDUL NAȚIONAL LIBERAL-voturi","CUIBAR NELU-PARTIDUL SOCIAL DEMOCRAT-voturi","BACIU DUMITRU-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 6 BOSCOTENI",246,FRUMUŞICA,37324,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:09:44",512,506,0,6,0,241,235,0,6,0,217,24,600,359,82,109,26
7,BOTOŞANI,"SCOALA GIMNAZIALA NR.1 VLADENI DEAL",250,FRUMUŞICA,37324,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:33:01",1292,1289,0,3,0,606,603,0,3,0,577,29,1354,748,283,279,15
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 2 FRUMUSICA",245,FRUMUŞICA,37324,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:59:01",657,653,0,4,0,287,283,0,4,0,278,9,700,413,150,120,8
7,BOTOŞANI,"SCOALA GIMNAZIALA NR.3 RADENI",247,FRUMUŞICA,37324,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:06:32",794,780,0,11,3,361,347,0,11,3,336,25,900,539,118,213,5
7,BOTOŞANI,"SCOALA GIMNAZIALA NR.4 STORESTI",248,FRUMUŞICA,37324,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:00:57",880,872,0,6,2,377,369,0,6,2,364,13,902,525,105,253,6
7,BOTOŞANI,"SCOALA GIMNAZIALA NR.5 SENDRENI",249,FRUMUŞICA,37324,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:44:23",592,588,0,4,0,256,252,0,4,0,234,22,700,444,127,102,5
