precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
30,OLT,"GRĂDINIŢA CU PROGRAM NORMAL",210,GHIMPEŢENI,130311,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:18:17",365,340,1,13,11,292,268,0,13,11,277,15,388,96,16,87,174
30,OLT,"ŞCOALA GIMNAZIALĂ GHIMPEŢENI",209,GHIMPEŢENI,130311,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:05:01",778,724,1,21,32,563,510,0,21,32,542,21,833,270,44,159,339
