precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","STATE DUMITRU-voturi"
3,ARGEŞ,"CĂMINUL CULTURAL MERIŞANI",379,MERIŞANI,17101,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:15:22",674,655,0,8,11,452,433,0,8,11,435,17,715,263,22,267,108,5,33
3,ARGEŞ,"CĂMINUL CULTURAL VÎLCELELE",383,MERIŞANI,17101,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:53:03",763,732,2,21,8,519,490,0,21,8,510,9,815,296,29,115,345,5,16
3,ARGEŞ,"ȘCOALA GENERALĂ BORLEȘTI",380,MERIŞANI,17101,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:47:43",462,457,0,2,3,297,292,0,2,3,287,10,518,221,24,139,110,10,4
3,ARGEŞ,"ŞCOALA PRIMARĂ DOBROGOSTEA",381,MERIŞANI,17101,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:17:17",1059,1048,0,6,5,539,528,0,6,5,526,13,1133,594,52,256,194,18,6
3,ARGEŞ,"ŞCOALA PRIMARĂ MALU VÂNĂT",382,MERIŞANI,17101,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:50:57",718,714,0,3,1,436,432,0,3,1,382,54,810,374,21,100,228,3,30
