precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROMAN IRINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","ŞTEFAN ION-PARTIDUL SOCIAL DEMOCRAT-voturi","PIETRUŞEL SILVIU-VALERIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.1",92,CHIRNOGI,101804,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:02",1599,1583,0,11,5,764,748,0,11,5,692,72,1760,996,162,461,69
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.2",93,CHIRNOGI,101804,4,PART,PRCNCT,P,P_SV,"2024-06-10 13:36:05",1422,1414,0,6,2,772,764,0,6,2,730,42,1542,770,202,465,63
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.2",94,CHIRNOGI,101804,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:37:26",1553,1537,1,4,11,860,845,0,4,11,838,22,1725,865,214,570,54
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.3",95,CHIRNOGI,101804,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:58:43",1109,1091,1,12,5,606,589,0,12,5,566,40,1216,610,112,404,50
