precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","ALIANȚA ETOCRATĂ PENTRU REFORMĂ-voturi","PARTIDUL VERDE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE-voturi","CHIRILESCU DORIN-voturi","LUNCANU CLARA-voturi"
4,BACĂU,"ȘCOALA GIMNAZIALĂ NR.10",73,"MUNICIPIUL BACĂU",20297,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:36:28",1147,1139,2,6,0,502,496,0,6,0,493,9,1300,798,45,174,2,46,96,28,12,46,24,17,3
4,BACĂU,"ŞCOALA GIMNAZIALĂ NR. 9",1,"MUNICIPIUL BACĂU",20297,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:03:10",1621,1606,9,6,0,633,627,0,6,0,614,19,1700,1067,64,171,3,49,188,22,16,48,16,17,20
4,BACĂU,"ŞCOALA GIMNAZIALĂ NR. 9",2,"MUNICIPIUL BACĂU",20297,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:41:04",1208,1204,1,3,0,495,492,0,3,0,468,27,1300,805,64,114,3,50,118,18,12,42,18,15,14
4,BACĂU,"SCOALA GIMNAZIALĂ ”OCTAVIAN VOICU”",79,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:46:20",1181,1174,1,5,1,433,427,0,5,1,421,12,1300,867,56,117,2,50,128,12,4,36,9,5,2
4,BACĂU,"SCOALA GIMNAZIALĂ ”OCTAVIAN VOICU”",77,"MUNICIPIUL BACĂU",20297,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:13:57",1087,1079,4,4,0,398,394,0,4,0,386,12,1208,810,47,126,1,27,100,11,7,30,13,14,10
4,BACĂU,"SCOALA GIMNAZIALĂ ”OCTAVIAN VOICU”",78,"MUNICIPIUL BACĂU",20297,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:16:36",965,959,0,6,0,372,366,0,6,0,359,13,1100,728,34,122,3,28,77,6,10,34,25,15,5
4,BACĂU,"SCOALA GIMNAZIALĂ ”OCTAVIAN VOICU”",80,"MUNICIPIUL BACĂU",20297,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:22:10",1106,1098,1,7,0,417,410,0,7,0,405,12,1200,783,41,106,3,31,132,21,7,35,7,15,7
4,BACĂU,"ŞCOALA PRIMARĂ NR.1",75,"MUNICIPIUL BACĂU",20297,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:03:20",1770,1760,2,8,0,382,374,0,8,0,361,18,2000,1621,49,66,5,51,70,26,5,52,20,10,7
4,BACĂU,"ŞCOALA PRIMARĂ NR.1",76,"MUNICIPIUL BACĂU",20297,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:15:41",1564,1556,2,6,0,354,348,0,6,0,320,34,1700,1346,49,79,5,32,62,24,6,31,15,10,7
4,BACĂU,"UNIVERSITATEA ”VASILE ALECSANDRI” - CANTINĂ STUDENȚEASCĂ",90,"MUNICIPIUL BACĂU",20297,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:28:55",836,826,4,6,0,319,313,0,6,0,307,12,900,581,20,91,2,27,87,9,7,29,15,13,7
4,BACĂU,"UNIVERSITATEA ”VASILE ALECSANDRI” - CORPUL A",89,"MUNICIPIUL BACĂU",20297,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:09:29",941,931,4,6,0,380,374,0,6,0,370,10,1000,620,42,113,2,22,101,11,11,18,23,19,8
