precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STĂNCILĂ DUMITRU-PARTIDUL NAȚIONAL LIBERAL-voturi","GEORGESCU GEORGE-PARTIDUL SOCIAL DEMOCRAT-voturi"
16,DÂMBOVIŢA,"CĂMIN CULTURAL",348,PRODULEŞTI,68529,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:52:55",1415,1398,2,2,13,780,764,1,2,13,756,24,1551,771,76,680
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ BROȘTENI",349,PRODULEŞTI,68529,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:14:47",516,513,0,1,2,254,251,0,1,2,247,7,570,316,19,228
16,DÂMBOVIŢA,"ȘCOALA PRIMARĂ COSTEȘTII DIN DEAL",350,PRODULEŞTI,68529,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:33:25",756,741,0,8,7,478,463,0,8,7,468,10,820,342,19,449
