precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GOLEA IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","JORS IOAN-ALIN-PARTIDUL NAȚIONAL LIBERAL-voturi","URSA DUMITRU-FILON-PARTIDUL SOCIAL DEMOCRAT-voturi"
28,MUREŞ,"CĂMIN CULTURAL BERNADEA",240,BAHNEA,115307,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:07",159,157,0,2,0,90,88,0,2,0,84,6,180,90,3,65,16
28,MUREŞ,"CĂMIN CULTURAL IDICIU",244,BAHNEA,115307,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:21:47",262,257,0,4,1,150,145,0,4,1,131,19,290,140,10,113,8
28,MUREŞ,"ŞCOALA GIMNAZIALĂ BAHNEA",239,BAHNEA,115307,2,PART,PRCNCT,P,P_SV,"2024-06-10 16:21:54",570,564,0,3,3,303,297,0,3,3,288,15,604,299,41,229,18
28,MUREŞ,"ŞCOALA GIMNAZIALĂ BAHNEA",238,BAHNEA,115307,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:07:22",994,973,0,6,15,534,513,0,6,15,511,23,1065,531,71,430,10
28,MUREŞ,"ŞCOALA GIMNAZIALĂ GOGAN",243,BAHNEA,115307,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:02:52",419,403,0,6,10,228,212,0,6,10,214,14,440,212,11,200,3
28,MUREŞ,"ŞCOALA PRIMARĂ CUND",241,BAHNEA,115307,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:59:27",183,169,5,9,0,88,77,2,9,0,88,0,190,102,20,63,5
28,MUREŞ,"ŞCOALA PRIMARĂ DAIA",242,BAHNEA,115307,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:55:08",135,120,0,6,9,78,63,0,6,9,72,6,150,72,12,55,5
28,MUREŞ,"ŞCOALA PRIMARĂ LEPINDEA",245,BAHNEA,115307,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:45:11",130,121,0,9,0,63,54,0,9,0,62,1,140,77,2,40,20
