precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TĂNASE IULIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","NICA ROBERT-VIOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","MARINESCU GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ZAMFIR MARIAN-PARTIDUL MIȘCAREA POPULARĂ-voturi"
31,PRAHOVA,"CAMIN CULTURAL LIPANESTI SALA MARE PARTER",463,LIPĂNEŞTI,133964,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:28",750,730,2,9,9,520,502,0,9,9,508,12,820,300,138,359,9,2
31,PRAHOVA,"CAMIN CULTURAL LIPANESTI SALA MARE PARTER",462,LIPĂNEŞTI,133964,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:00:04",733,727,0,3,3,488,482,0,3,3,478,10,814,326,163,287,23,5
31,PRAHOVA,"SCOALA GIMNAZIALA ”EROILOR” LIPANESTI",464,LIPĂNEŞTI,133964,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:18:28",851,837,1,9,4,508,494,1,9,4,495,13,920,412,176,285,16,18
31,PRAHOVA,"SCOALA GIMNAZIALA ”EROILOR” LIPANESTI",465,LIPĂNEŞTI,133964,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:07:33",1028,1016,0,4,8,636,624,0,4,8,615,21,1101,465,256,314,30,15
31,PRAHOVA,"SCOALA GIMNAZIALA ”SPIREA SORESCU”ZAMFIRA",466,LIPĂNEŞTI,133964,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:12:32",957,939,1,7,10,576,559,0,7,10,564,12,1020,444,210,309,40,5
