precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
34,SIBIU,"GRĂDINIŢA CU PROGRAM NORMAL ORLAT",316,ORLAT,145202,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:51:29",1386,1373,2,3,8,887,874,2,3,8,860,27,1510,623,90,245,264,261
34,SIBIU,"GRĂDINIŢA CU PROGRAM NORMAL ORLAT",315,ORLAT,145202,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:20:45",1290,1273,4,5,8,775,762,0,5,8,740,35,1419,644,98,218,214,210
