precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
9,BRĂILA,"CĂMINUL CULTURAL SILIȘTEA",233,SILIŞTEA,43992,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:36:52",581,579,0,1,1,328,326,0,1,1,318,10,627,299,58,230,30
9,BRĂILA,"GRĂDINIŢA CU PROGRAM NORMAL COTU-LUNG",235,SILIŞTEA,43992,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:11:00",275,272,0,3,0,177,174,0,3,0,175,2,295,118,46,119,10
9,BRĂILA,"SALĂ FESTIVITĂȚI",236,SILIŞTEA,43992,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:17:20",132,126,0,5,1,88,82,0,5,1,86,2,150,62,19,57,10
9,BRĂILA,"ȘCOALA PRIMARĂ MUCHEA",237,SILIŞTEA,43992,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:57:40",361,358,0,3,0,238,235,0,3,0,234,4,379,141,47,176,11
9,BRĂILA,"SPATIU EVENIMENTE COMEMORATIVE",234,SILIŞTEA,43992,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:26:47",144,138,1,5,0,89,84,0,5,0,86,3,160,71,16,68,2
