precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","CHIRA GHEORGHE-voturi","SĂLĂGEAN LEONTIN-voturi"
28,MUREŞ,"CAMIN CULTURAL BREAZA",293,BREAZA,115851,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:46:41",1088,1056,3,4,25,693,662,2,4,25,677,16,1160,467,153,36,35,314,72,35,32
28,MUREŞ,"CĂMIN CULTURAL FILPIŞU MARE",294,BREAZA,115851,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:14:02",649,636,0,3,10,386,373,0,3,10,358,28,700,314,200,36,40,61,13,4,4
28,MUREŞ,"ȘCOALA PRIMARĂ FILPIȘU MIC",295,BREAZA,115851,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:54:47",343,328,0,5,10,243,228,0,5,10,237,6,372,129,84,15,10,112,13,2,1
