precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
28,MUREŞ,"CÂMIN CULTURAL CHINARI",528,"SÂNTANA DE MUREŞ",114453,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:19:47",620,610,2,6,2,373,364,1,6,2,355,18,701,328,37,92,63,135,28
28,MUREŞ,"CĂMIN CULTURAL CURTENI",529,"SÂNTANA DE MUREŞ",114453,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:03:36",897,881,5,3,8,570,559,0,3,8,559,10,977,408,7,57,21,465,9
28,MUREŞ,"CĂMIN CULTURAL SÂNTANA DE MUREȘ",526,"SÂNTANA DE MUREŞ",114453,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:43:51",1630,1613,4,10,3,974,961,0,10,3,933,41,1780,806,136,334,239,195,29
28,MUREŞ,"CĂMIN CULTURAL SÂNTANA DE MUREȘ",525,"SÂNTANA DE MUREŞ",114453,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:01:23",1620,1601,8,8,3,933,922,0,8,3,903,30,1750,817,151,293,192,237,30
28,MUREŞ,"CĂMINUL CULTURAL BĂRDEŞTI",527,"SÂNTANA DE MUREŞ",114453,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:39:43",472,464,0,8,0,292,284,0,8,0,288,4,510,216,53,122,90,13,10
