precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ROMÂNIA MARE-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALĂ CONSTANTIN ROTARU TÎRZII",392,OLTENEŞTI,165069,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:06",874,869,1,4,0,412,408,0,4,0,391,21,900,488,49,133,203,6
39,VASLUI,"ŞCOALA GIMNAZIALA GRIGORE ŞT. RĂILEANU VINEŢEŞTI",393,OLTENEŞTI,165069,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:03:57",531,525,0,6,0,291,285,0,6,0,272,19,574,283,30,182,59,1
39,VASLUI,"ŞCOALA PRIMARĂ CURTENI",390,OLTENEŞTI,165069,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:48:12",158,156,0,2,0,85,83,0,2,0,76,9,200,115,20,23,33,0
39,VASLUI,"ŞCOALA PRIMARĂ OLTENEŞTI",389,OLTENEŞTI,165069,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:25:36",380,376,0,4,0,169,165,0,4,0,161,8,400,231,58,64,36,3
39,VASLUI,"ŞCOALA PRIMARĂ PÎHNA",391,OLTENEŞTI,165069,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:52:45",105,98,0,7,0,73,66,0,7,0,69,4,100,27,8,23,38,0
39,VASLUI,"ŞCOALA PRIMARĂ ZGURA",394,OLTENEŞTI,165069,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:12:57",67,58,0,9,0,43,34,0,9,0,42,1,100,57,2,33,6,1
