precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RUSU ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POENARU MARIA-PARTIDUL NAȚIONAL LIBERAL-voturi","CIOBANU MANOLE-PARTIDUL SOCIAL DEMOCRAT-voturi","IORDACHE MIHAI-BOGDAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII",398,ROMÂNI,124073,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:26",997,950,0,13,34,595,548,0,13,34,583,12,1100,505,33,349,195,6
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII",397,ROMÂNI,124073,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:22:41",777,740,1,9,27,436,399,1,9,27,416,20,800,364,15,228,106,67
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII",396,ROMÂNI,124073,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:54:23",756,736,0,5,15,410,390,0,5,15,387,23,800,390,17,257,97,16
29,NEAMŢ,"SCOALA CU CLASELE I-VIII SILISTEAII",399,ROMÂNI,124073,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:42",822,782,0,7,33,461,421,0,7,33,436,25,900,439,15,298,111,12
