precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DINU CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","MARCU RAMONA-MIHAELA-PARTIDUL NAȚIONAL LIBERAL-voturi","JIANU ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
17,DOLJ,"CĂMINUL CULTURAL",230,"AMĂRĂŞTII DE JOS",70637,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:22",1209,1073,1,93,42,870,735,0,93,42,835,35,1186,316,515,243,77
17,DOLJ,"GRADINITA OCOLNA",232,"AMĂRĂŞTII DE JOS",70637,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:45:41",1071,1059,0,12,0,619,607,0,12,0,438,178,1200,584,298,124,16
17,DOLJ,"GRĂDINIŢA PRAPOR",233,"AMĂRĂŞTII DE JOS",70637,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:58:23",1080,1011,0,49,20,798,729,0,49,20,766,32,1100,302,413,183,170
17,DOLJ,"GRADINITA TOSCA",231,"AMĂRĂŞTII DE JOS",70637,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:35:07",991,926,0,43,22,671,606,0,43,22,649,22,1000,329,411,135,103
