precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA-voturi"
35,SUCEAVA,"GRĂDINIŢA CU PROGRAM NORMAL NR.1 DĂRMĂNEŞTI",278,DĂRMĂNEŞTI,147937,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:51:23",1011,991,0,10,10,565,545,0,10,10,532,33,1111,546,21,320,103,29,9,11,39
35,SUCEAVA,"ŞCOALA CĂLINEŞTI-VASILACHE",276,DĂRMĂNEŞTI,147937,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:28:28",173,166,0,7,0,93,86,0,7,0,93,0,217,124,5,55,20,3,9,0,1
35,SUCEAVA,"ŞCOALA DĂRMĂNEŞTI NR.2",279,DĂRMĂNEŞTI,147937,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:30:01",828,818,1,6,3,481,473,0,5,3,462,19,883,402,34,238,70,11,17,21,71
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ CĂLINEŞTI ENACHE",275,DĂRMĂNEŞTI,147937,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:28:42",543,535,0,4,4,274,266,0,4,4,260,14,589,315,14,157,53,15,11,7,3
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ DĂNILA",277,DĂRMĂNEŞTI,147937,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:32:27",933,917,1,4,11,480,465,0,4,11,463,17,989,509,23,266,89,17,35,5,28
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ MĂRIŢEI",274,DĂRMĂNEŞTI,147937,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:24:07",1504,1481,1,3,19,894,872,0,3,19,870,11,1619,708,26,554,176,45,21,7,41
