precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ROMÂNIA MARE-voturi"
28,MUREŞ,"ȘCOALA GIMNAZIALĂ BĂRBOȘI",571,"ZAU DE CÂMPIE",120370,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:04",358,341,1,6,10,185,169,0,6,10,179,6,380,195,17,8,1,110,39,4
28,MUREŞ,"ŞCOALA GIMNAZIALĂ ZAU DE CÎMPIE",570,"ZAU DE CÂMPIE",120370,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:58:01",1228,1209,0,3,16,607,588,0,3,16,553,35,1316,709,80,65,34,280,78,16
28,MUREŞ,"ȘCOALA PRIMARĂ CLASELE 0-IV ZAU DE CÎMPIE",569,"ZAU DE CÂMPIE",120370,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:42:54",943,912,0,1,30,474,443,0,1,30,455,19,1015,541,69,13,25,272,59,17
