precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞTEFAN ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","NEGOI CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","UDREA LAVINIA-IOANA-UNIUNEA SALVAȚI ROMÂNIA-voturi","GRĂDINARU VASILICA-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"CAMINUL CULTURAL PIETROSANI",530,"PUCHENII MARI",134942,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:16:34",936,918,1,12,5,435,418,0,12,5,430,5,1000,565,50,204,139,37
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL ODAILE",529,"PUCHENII MARI",134942,6,PART,PRCNCT,P,P_SV,"2024-06-10 11:22:44",1297,1284,0,3,10,745,732,0,3,10,720,23,1400,655,84,486,79,71
31,PRAHOVA,"GRADINITA CU PROGRAM NORMALPIETROSANI",531,"PUCHENII MARI",134942,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:45:33",924,913,1,7,3,478,468,0,7,3,470,8,982,504,66,200,157,47
31,PRAHOVA,"SCOALA GIMNAZIALA,COMUNA PUCHENII MARI",527,"PUCHENII MARI",134942,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:47:36",1010,992,0,6,12,558,540,0,6,12,540,17,1100,543,36,355,83,66
31,PRAHOVA,"SCOALA GIMNAZIALA PUCHENII MOSNENI",532,"PUCHENII MARI",134942,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:07:26",1182,1176,3,2,1,657,654,0,2,1,635,22,1300,643,89,291,108,147
31,PRAHOVA,"SCOALA PRIMARA MIROSLAVESTI",528,"PUCHENII MARI",134942,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:27:48",1433,1415,0,7,11,800,782,0,7,11,781,19,1600,800,99,261,72,349
