precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
24,IAŞI,"CĂMIN CULTURAL BĂLȚAȚI",332,BĂLŢAŢI,95792,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:22:24",1677,1629,1,3,44,887,840,0,3,44,850,37,1764,877,135,415,67,9,206,9,9
24,IAŞI,"ȘCOALA GIMNAZIALĂ - SAT SÎRCA",335,BĂLŢAŢI,95792,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:31:37",905,896,0,3,6,490,481,0,3,6,476,14,1000,510,114,234,66,3,44,3,12
24,IAŞI,"ȘCOALA GIMNAZIALĂ - SAT VALEA OILOR",336,BĂLŢAŢI,95792,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:03:38",524,501,0,3,20,279,256,0,3,20,271,8,600,321,33,209,5,1,9,13,1
24,IAŞI,"ȘCOALA PRIMARĂ - SAT PODIȘU",334,BĂLŢAŢI,95792,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:21",513,497,0,4,12,265,249,0,4,12,252,13,600,335,52,97,9,25,43,9,17
24,IAŞI,"STAȚIUNEA DE CERCETARE-DEZVOLTARE PENTRU POMICULTURĂ IAȘI",333,BĂLŢAŢI,95792,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:41:22",913,875,0,4,34,442,404,0,4,34,431,11,1000,558,64,218,16,4,126,0,3
