precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL BRÎGLEZ",278,SURDUC,142774,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:17:21",259,198,0,44,17,211,150,0,44,17,207,3,250,39,0,1,129,0,72,5
33,SĂLAJ,"CĂMINUL CULTURAL SOLONA",280,SURDUC,142774,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:24:30",205,169,0,27,9,155,119,0,27,9,149,6,200,45,0,1,73,3,71,1
33,SĂLAJ,"CĂMINUL CULTURAL SURDUC",277,SURDUC,142774,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:55:56",1206,1039,2,135,30,896,730,1,135,30,864,32,1098,202,2,10,514,3,319,16
33,SĂLAJ,"CĂMINUL CULTURAL TEȘTIOARA",281,SURDUC,142774,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:28:16",80,56,0,20,4,58,34,0,20,4,57,1,100,42,0,1,22,1,28,5
33,SĂLAJ,"CĂMINUL CULTURAL TIHĂU",282,SURDUC,142774,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:58:18",940,847,0,67,26,698,605,0,67,26,631,64,929,234,2,3,368,2,231,25
33,SĂLAJ,"ȘCOALA PRIMARĂ CLASELE I-IV CRISTOLȚEL",279,SURDUC,142774,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:30:06",360,331,0,23,6,260,231,0,23,6,247,13,380,120,1,5,148,0,82,11
33,SĂLAJ,"ȘCOALA PRIMARĂ CLASELE I-IV TURBUȚA",283,SURDUC,142774,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:32:53",296,235,0,56,5,204,143,0,56,5,201,3,270,66,0,0,31,1,167,2
