precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI ŞIEUŢ",269,ŞIEUŢ,34850,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:04:32",560,526,1,20,13,436,402,1,20,13,415,20,620,185,67,67,156,75,19,30,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ SEBIŞ",272,ŞIEUŢ,34850,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:22:35",667,649,1,1,16,502,485,0,1,16,484,18,700,198,70,102,223,78,2,6,3
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ LUNCA",270,ŞIEUŢ,34850,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:01:14",315,299,0,3,13,246,230,0,3,13,229,17,350,104,31,14,43,13,2,2,124
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ RUŞTIOR",271,ŞIEUŢ,34850,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:31:53",492,475,0,5,12,370,353,0,5,12,362,8,530,160,106,59,124,31,18,17,7
