precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
5,BIHOR,"GRĂDINIȚA CU PROGRAM PRELUNGIT",473,PALEU,32161,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:36:54",780,757,9,13,1,503,489,0,13,1,496,7,831,328,69,218,186,23
5,BIHOR,"ȘCOALA CU CLASELE I-IV",475,PALEU,32161,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:04:55",459,404,0,33,22,312,257,0,33,22,293,12,438,126,250,16,13,14
5,BIHOR,"ȘCOALA CU CLASELE I-IV",472,PALEU,32161,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:02:28",967,926,9,27,5,647,615,0,27,5,640,7,1020,373,319,214,88,19
5,BIHOR,"ȘCOALA CU CLASELE I-IV",474,PALEU,32161,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:12:24",1010,959,7,31,13,629,585,0,31,13,614,15,1044,415,308,241,29,36
