precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MAN APOLONIA-PARTIDUL SOCIAL DEMOCRAT-voturi","MAN MOISE-CORNEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COTRĂU BUCUREL-PARTIDUL NAȚIONAL LIBERAL-voturi","MOLNÁR CSABA-LAJOS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BOROŞ GABRIEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
5,BIHOR,"GRĂDINIŢA FIZIŞ",393,FINIŞ,29403,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:46:56",196,184,0,8,4,142,130,0,8,4,141,1,201,59,49,85,3,2,2
5,BIHOR,"GRĂDINIŢA ŞUNCUIŞ",395,FINIŞ,29403,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:03:27",693,675,0,3,15,387,369,0,3,15,360,27,743,356,186,5,79,52,38
5,BIHOR,"PRIMĂRIA FINIŞ",392,FINIŞ,29403,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:16:20",1396,1355,0,5,36,1025,984,0,5,36,1007,18,1488,463,330,13,289,185,190
5,BIHOR,"ŞCOALA GENERALĂ IOANIŞ",394,FINIŞ,29403,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:08:56",633,616,1,8,8,424,407,1,8,8,411,13,687,263,192,13,164,29,13
