precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi"
39,VASLUI,"IMOBIL FEDERALCOOP SAT VALEA TÂRGULUI",444,PUŞCAŞI,167320,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:27:27",133,116,0,12,5,92,75,0,12,5,89,3,200,108,7,3,75,1,3
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 PUŞCAŞI CORP C1",440,PUŞCAŞI,167320,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:17:50",1180,1153,0,1,26,485,458,0,1,26,459,26,1191,706,56,55,277,40,31
39,VASLUI,"ŞCOALA GIMNAZIALA NR. 1 PUŞCAŞI CORP C1",441,PUŞCAŞI,167320,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:19:21",1007,979,0,1,27,389,361,0,1,27,363,26,1100,711,30,40,230,52,11
39,VASLUI,"ŞCOALA PRIMARA POIANA LUI ALEXA",442,PUŞCAŞI,167320,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:47:29",260,249,0,6,5,132,121,0,6,5,125,7,300,168,8,20,90,3,4
39,VASLUI,"SCOALA PRIMARA TEIŞORU",443,PUŞCAŞI,167320,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:19:48",430,422,0,5,3,159,151,0,5,3,136,23,500,341,7,28,85,12,4
