precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
4,BACĂU,"ŞCOALA SATUL BUCŞEŞTI",523,PODURI,24631,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:35:11",1293,1280,1,9,3,607,594,1,9,3,590,17,1400,793,398,78,74,15,25
4,BACĂU,"ŞCOALA SATUL CERNU",524,PODURI,24631,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:04:09",1185,1171,1,7,6,525,512,0,7,6,497,28,1304,779,428,37,14,4,14
4,BACĂU,"ŞCOALA SATUL PODURI",522,PODURI,24631,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:46:31",1112,1094,1,11,6,537,519,1,11,6,523,14,1200,663,374,35,85,20,9
4,BACĂU,"ŞCOALA SATUL PODURI",521,PODURI,24631,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:20:36",1134,1113,0,17,4,536,515,0,17,4,514,21,1200,664,331,32,106,29,16
4,BACĂU,"ŞCOALA SATUL PROHOZEŞTI",525,PODURI,24631,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:23:23",780,769,0,10,1,398,387,0,10,1,381,14,800,403,281,26,25,38,11
4,BACĂU,"ŞCOALA SATUL VALEA ŞOSII",526,PODURI,24631,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:44:40",960,946,0,8,6,453,439,0,8,6,432,21,1100,647,380,22,12,10,8
