precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POP DUMITRU-DOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","ESZLARI OVIDIU-ANDREI-UNIUNEA SALVAȚI ROMÂNIA-voturi","BLAGA DANIEL-MARCEL-PARTIDUL SOCIAL DEMOCRAT-voturi","LIEB-NEMES ZSOLT-ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","CODREA GHEORGHE-FORȚA DREPTEI-voturi"
32,"SATU MARE","AFTER SCHOOL, MARTINESTI NR. 51",246,ODOREU,138280,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:14:39",1035,1022,4,8,1,567,557,1,8,1,563,4,1200,633,282,53,105,112,11
32,"SATU MARE","CĂMINUL CULTURAL ODOREU",242,ODOREU,138280,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:21:04",1558,1539,0,8,11,798,779,0,8,11,775,23,1650,852,500,22,146,84,23
32,"SATU MARE","CASA DE TIP FAMILIAL” IRIS”",245,ODOREU,138280,3,PART,PRCNCT,P,P_SV,"2024-06-10 05:29:09",130,124,0,6,0,76,70,0,6,0,75,1,160,84,47,3,13,12,0
32,"SATU MARE","SCOALA GIMNAZIALA ODOREU",244,ODOREU,138280,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:54:48",1297,1280,0,4,13,718,701,0,4,13,708,10,1416,698,434,10,166,85,13
32,"SATU MARE","SCOALA GIMNAZIALA ODOREU",243,ODOREU,138280,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:28:06",1308,1295,3,0,10,738,727,1,0,10,711,27,1410,672,495,11,113,82,10
