precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi"
33,SĂLAJ,"CAMIN CULTURAL BULGARI",260,SĂLĂŢIG,142550,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:59:44",171,159,1,1,10,114,103,0,1,10,110,4,200,86,39,49,3,8,11
33,SĂLAJ,"CAMIN CULTURAL MINEU",262,SĂLĂŢIG,142550,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:57:08",256,243,1,0,12,147,134,1,0,12,143,4,293,146,33,58,45,7,0
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ DEJA",261,SĂLĂŢIG,142550,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:52:06",959,928,0,6,25,683,652,0,6,25,660,23,1000,317,22,23,611,4,0
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”PETRE DULFU” SĂLĂȚIG",259,SĂLĂŢIG,142550,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:56:17",384,365,1,5,13,278,259,1,5,13,268,10,420,142,36,145,55,31,1
33,SĂLAJ,"ȘCOALA PRIMARĂ NOȚIG",263,SĂLĂŢIG,142550,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:03:30",351,310,0,10,31,267,226,0,10,31,263,4,380,113,47,193,8,15,0
