precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHIRIŢĂ DANIEL-LAURENŢIU-PARTIDUL SOCIAL DEMOCRAT-voturi","SANDU VALERICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","OANCEA IONEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
31,PRAHOVA,"GRĂDINIȚĂ CU PROGRAM NORMAL VARNIŢA",563,ŞIRNA,135431,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:19:57",668,664,1,3,0,409,406,0,3,0,396,13,700,291,137,189,70
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ, SAT HĂBUD",560,ŞIRNA,135431,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:46:46",630,620,1,5,4,404,394,1,5,4,395,9,700,296,218,126,51
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ, SAT TĂRICENI",561,ŞIRNA,135431,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:32:21",830,826,1,1,2,467,464,0,1,2,456,11,900,433,63,245,148
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ, SAT TĂRICENI",562,ŞIRNA,135431,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:18:17",668,664,0,2,2,396,392,0,2,2,395,1,700,304,34,243,118
31,PRAHOVA,"ŞCOALA PRIMARĂ, SAT BRĂTEŞTI",559,ŞIRNA,135431,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:51:23",357,353,0,4,0,233,229,0,4,0,231,2,415,182,36,173,22
31,PRAHOVA,"ŞCOALA PRIMARĂ, SAT ŞIRNA",558,ŞIRNA,135431,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:03:26",607,593,1,13,0,348,334,1,13,0,341,7,700,352,45,209,87
