precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",199,CORNETU,102213,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:13:25",1197,1182,2,8,5,587,572,2,8,5,556,31,1306,712,66,101,362,27
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",203,CORNETU,102213,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:52:04",1232,1210,3,4,15,618,599,0,4,15,591,27,1389,771,43,109,414,25
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",202,CORNETU,102213,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:52:59",1031,1015,1,4,11,532,517,0,4,11,517,15,1100,568,53,74,364,26
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",201,CORNETU,102213,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:55:34",1028,1008,0,8,12,491,471,0,8,12,472,19,1100,609,45,94,302,31
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR.1",200,CORNETU,102213,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:42:10",954,934,0,7,13,471,451,0,7,13,451,20,1050,579,55,95,283,18
