precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
29,NEAMŢ,"ŞCOALA ALMAŞ",282,GÂRCINA,122828,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:31:34",606,586,0,12,8,345,325,0,12,8,330,15,700,355,78,37,187,13,8,7
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”EPISCOP MELCHISEDEC ŞTEFĂNESCU”",281,GÂRCINA,122828,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:46:34",1119,1100,2,9,8,577,558,2,9,8,560,17,1200,606,139,29,317,42,24,9
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”EPISCOP MELCHISEDEC ŞTEFĂNESCU”",283,GÂRCINA,122828,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:23:08",1060,1042,0,5,13,511,493,0,5,13,483,28,1200,689,203,24,209,32,7,8
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”EPISCOP MELCHISEDEC ŞTEFĂNESCU”, CORP A",280,GÂRCINA,122828,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:28:23",1204,1181,2,20,1,672,650,1,20,1,650,22,1300,628,211,25,317,36,24,37
