precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NECULA REMUS-ALIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MUNTEANU LAURENŢIU-PARTIDUL SOCIAL DEMOCRAT-voturi","GÂRŢU SORIN-VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","GÂRŢU NICOLAE-PARTIDUL MIȘCAREA POPULARĂ-voturi"
4,BACĂU,"ŞCOALA CU CLASELE I-IV POIANA NEGUSTORULUI",278,BLĂGEŞTI,21506,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:20",621,614,0,7,0,422,415,0,7,0,379,43,616,194,4,334,37,4
4,BACĂU,"ŞCOALA CU CLASELE I-IV ŢÎRDENII MARI",279,BLĂGEŞTI,21506,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:30",557,553,1,3,0,279,276,0,3,0,264,15,620,341,8,176,42,38
4,BACĂU,"ŞCOALA CU CLASELE .I-VIII NR.1 BLĂGEŞTI",276,BLĂGEŞTI,21506,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:34:18",945,942,0,3,0,437,434,0,3,0,399,38,1000,563,22,270,60,47
4,BACĂU,"ŞCOALA CU CLASELE I-VIII NR.1 BLĂGEŞTI",275,BLĂGEŞTI,21506,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:16:05",957,952,2,3,0,445,441,1,3,0,417,28,1000,555,24,251,76,66
4,BACĂU,"ŞCOALA CU CLASELE I-VIII NR.1 BUDA",277,BLĂGEŞTI,21506,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:27:27",1588,1582,1,5,0,658,652,1,5,0,614,44,1700,1042,99,388,86,41
4,BACĂU,"ŞCOALA CU CLASELE.I-VIII NR.1 VALEA LUI ION",280,BLĂGEŞTI,21506,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:50:06",1157,1154,2,1,0,562,560,1,1,0,526,36,1300,738,20,355,82,69
