precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TOMA IONUŢ-GEORGIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","VOICU FLORINA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CIOLACU CONSTANTIN-GIANI-PARTIDUL NAȚIONAL LIBERAL-voturi","GOIDAN CRISTIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
31,PRAHOVA,"COOPERATIVA DE CONSUM",399,DRĂGĂNEŞTI,133018,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:37",311,303,0,8,0,182,174,0,8,0,174,8,352,170,92,18,29,35
31,PRAHOVA,"GRĂDINIȚA DRĂGĂNEȘTI",395,DRĂGĂNEŞTI,133018,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:01:10",1025,1018,0,6,1,584,577,0,6,1,560,24,1100,516,334,21,125,80
31,PRAHOVA,"ȘCOALA CU CLASELE I-IV BELCIUG",397,DRĂGĂNEŞTI,133018,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:16:09",427,424,0,3,0,240,237,0,3,0,232,7,500,261,124,9,17,82
31,PRAHOVA,"ȘCOALA CU CLASELE I-IV CORNU DE JOS",398,DRĂGĂNEŞTI,133018,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:13:05",479,471,0,4,4,267,259,0,4,4,261,6,500,233,180,7,26,48
31,PRAHOVA,"ȘCOALA PRIMARĂ ” LEONIDA SECRETEANU”",396,DRĂGĂNEŞTI,133018,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:18:58",656,647,0,5,4,376,367,0,5,4,364,12,700,324,264,10,20,70
31,PRAHOVA,"ȘCOALA PRIMARĂ MERI",400,DRĂGĂNEŞTI,133018,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:14:00",847,829,0,8,10,489,471,0,8,10,480,9,900,411,345,10,51,74
