precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi"
3,ARGEŞ,"CĂMIN CULTURAL CIREŞU",284,CĂTEASCA,15233,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:36:14",591,570,1,13,7,391,371,0,13,7,382,9,645,254,60,5,71,239,7
3,ARGEŞ,"CĂMINUL CULTURAL CĂTANELE",283,CĂTEASCA,15233,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:16:23",865,843,1,18,3,578,557,0,18,3,562,16,910,332,159,16,131,248,8
3,ARGEŞ,"CĂMINUL CULTURAL CĂTEASCA",282,CĂTEASCA,15233,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:07:20",700,673,4,18,5,480,457,0,18,5,460,20,750,270,136,22,57,221,24
3,ARGEŞ,"CĂMINUL CULTURAL GRUIU",285,CĂTEASCA,15233,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:26:49",539,521,0,10,8,370,352,0,10,8,357,13,590,220,81,11,74,189,2
3,ARGEŞ,"CĂMINUL CULTURAL SILIŞTEA",286,CĂTEASCA,15233,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:58:25",403,388,0,10,5,280,265,0,10,5,270,10,445,165,64,7,46,148,5
