precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ NR.1 CORP A2",395,"POIANA MĂRULUI",41621,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:43:31",1270,1237,3,16,14,931,900,1,16,14,915,16,1345,414,63,224,543,56,29
8,BRAŞOV,"ȘCOALĂ GIMNAZIALĂ NR.1 CORP B",396,"POIANA MĂRULUI",41621,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:51:56",987,971,0,9,7,630,614,0,9,7,597,33,1100,470,44,127,352,58,16
8,BRAŞOV,"ȘCOALĂ GIMNAZIALĂ NR. 2 ÎNTRE-VAI",397,"POIANA MĂRULUI",41621,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:16:53",378,366,0,8,4,231,219,0,8,4,218,13,400,169,12,39,159,3,5
