precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
31,PRAHOVA,"CĂMINUL CULTURAL ARICEȘTII RAHTIVANI, NR. 527A",297,"ARICEŞTII RAHTIVANI",132075,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:06:01",1075,1062,1,11,1,693,680,1,11,1,668,25,1200,507,55,197,350,29,7,30
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL BUDA NR. 46 A",298,"ARICEŞTII RAHTIVANI",132075,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:11:02",446,440,0,6,0,267,261,0,6,0,259,7,550,284,23,105,88,32,3,8
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL NEDELEA NR. 47A",299,"ARICEŞTII RAHTIVANI",132075,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:20:38",817,801,0,16,0,509,493,0,16,0,490,19,920,411,52,216,190,15,4,13
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL TÎRGȘORU NOU, NR. 175",302,"ARICEŞTII RAHTIVANI",132075,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:10:37",914,908,0,6,0,552,546,0,6,0,543,9,1030,478,34,143,333,13,6,14
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ COMUNA ARICEȘTII RAHTIVANI NR. 96A",296,"ARICEŞTII RAHTIVANI",132075,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:42:46",1208,1200,0,7,1,734,726,0,7,1,687,27,1201,487,43,188,400,21,1,34
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ SAT NEDELEA, COMUNA ARICEȘTII RAHTIVANI, NR. 491",300,"ARICEŞTII RAHTIVANI",132075,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:35:47",1134,1131,0,3,0,723,720,0,3,0,700,23,1150,425,57,289,280,47,6,21
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ SAT STOENEȘTI NR. 14",301,"ARICEŞTII RAHTIVANI",132075,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:30:51",1163,1148,0,7,8,696,681,0,7,8,681,15,1300,604,113,87,444,10,14,13
