precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
34,SIBIU,"CĂMINUL CULTURAL COLUN",325,"PORUMBACU DE JOS",145293,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:29:45",158,144,0,14,0,108,94,0,14,0,100,8,159,51,33,7,50,4,6
34,SIBIU,"CĂMINUL CULTURAL PORUMBACU DE SUS",326,"PORUMBACU DE JOS",145293,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:37:02",763,717,8,27,11,516,474,5,27,10,460,56,790,274,136,56,196,17,55
34,SIBIU,"CĂMINUL CULTURAL SARATA",327,"PORUMBACU DE JOS",145293,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:48:50",294,271,3,10,10,173,151,3,10,9,165,8,300,127,56,26,52,10,21
34,SIBIU,"CĂMINUL CULTURAL SCOREIU",328,"PORUMBACU DE JOS",145293,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:47:40",566,536,0,23,7,346,316,0,23,7,331,15,600,254,149,21,152,4,5
34,SIBIU,"SALA DE SPORT A ȘCOLII GIMNAZIALE PORUMBACU DE JOS",324,"PORUMBACU DE JOS",145293,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:02:56",937,894,0,21,22,640,597,0,21,22,614,26,980,340,267,90,214,15,28
