precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL VERDE-voturi"
24,IAŞI,"CASA DE PRĂZNUIRE PAROHIA IEPURENI",580,MOVILENI,98257,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:50",682,672,0,3,7,385,375,0,3,7,361,24,700,315,97,14,241,6,2,1
24,IAŞI,"CASA DE PRĂZNUIRE PAROHIA MOVILENI",579,MOVILENI,98257,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:30:27",424,419,0,3,2,239,234,0,3,2,231,8,500,261,80,9,129,5,6,2
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL POTÂNGENI",582,MOVILENI,98257,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:47:35",745,743,0,1,1,338,336,0,1,1,314,23,858,518,108,17,160,8,20,1
24,IAŞI,"SCOALA GIMNAZIALA LARGA JIJIA",581,MOVILENI,98257,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:05:07",582,576,0,3,3,309,303,0,3,3,296,13,600,290,69,10,195,14,8,0
