precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PĂTULEANU MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","ZINCĂ FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3 STEJARU",211,SINGURENI,105106,4,PART,PRCNCT,P,P_SV,"2024-06-12 18:39:23",570,525,0,28,17,468,423,0,28,17,456,12,600,132,306,150
19,GIURGIU,"PRIMARIA SINGURENI",209,SINGURENI,105106,2,PART,PRCNCT,P,P_SV,"2024-06-12 18:48:18",1104,1021,4,47,32,783,705,0,46,32,758,25,1153,370,445,313
19,GIURGIU,"ŞCOALA PRIMARĂ NR.2 CRÎNGURI",210,SINGURENI,105106,2,PART,PRCNCT,P,P_SV,"2024-06-12 18:42:02",589,535,2,21,31,488,435,1,21,31,472,16,627,139,263,209
