precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUZAŞ SABIN-PARTIDUL NAȚIONAL LIBERAL-voturi","TAPANOV PETRU-PARTIDUL SOCIAL DEMOCRAT-voturi","TUDOR RAMONA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SĂLĂJAN ADRIAN-SILVIU-PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL ROVINIŢA MARE",378,DENTA,156669,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:36:03",332,316,0,8,8,247,231,0,8,8,242,5,442,195,92,142,5,3
37,TIMIŞ,"SCOALA GIMNAZIALA DENTA",376,DENTA,156669,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:51:04",986,955,1,8,22,567,537,0,8,22,548,19,1000,433,213,284,13,38
37,TIMIŞ,"SCOALA GIMNAZIALA DENTA",375,DENTA,156669,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:43:16",1006,989,2,6,9,618,603,0,6,9,589,29,1000,382,245,284,23,37
37,TIMIŞ,"ŞCOALA PRIMARA BRESTEA",377,DENTA,156669,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:04:01",392,383,0,8,1,237,228,0,8,1,223,14,500,263,27,184,9,3
