precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞOVRE NELU-VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","POP OLIMPIU-LEONTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DEAC MIRCEA-AUREL-UNIUNEA SALVAȚI ROMÂNIA-voturi","IONESCU ANA-DOINA-PARTIDUL PATRIOȚILOR-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL TRESTIA",276,CERNEŞTI,107582,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:18",589,572,0,5,12,431,414,0,5,12,404,27,600,169,165,10,225,4
26,MARAMUREŞ,"CENTRUL CULTURAL CERNEȘTI",271,CERNEŞTI,107582,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:23:40",674,662,0,8,4,429,417,0,8,4,419,10,700,271,108,36,271,4
26,MARAMUREŞ,"GRĂDINIȚA CIOCOTIȘ",273,CERNEŞTI,107582,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:24:24",837,801,2,15,19,558,522,2,15,19,554,4,902,344,65,2,481,6
26,MARAMUREŞ,"ȘCOALA PRIMARĂ BREBENI",272,CERNEŞTI,107582,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:16:54",174,163,0,10,1,112,101,0,10,1,106,6,200,88,33,9,64,0
26,MARAMUREŞ,"ȘCOALA PRIMARĂ FÎNAȚE",274,CERNEŞTI,107582,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:42:27",552,524,0,12,16,334,306,0,12,16,329,5,600,266,42,8,277,2
26,MARAMUREŞ,"ȘCOALA PRIMARĂ MĂGURENI",275,CERNEŞTI,107582,2,PART,PRCNCT,P,P_SV,"2024-06-14 12:47:43",176,165,0,8,3,134,123,0,8,3,129,5,200,66,48,5,75,1
