precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUICEA ALECU-PARTIDUL SOCIAL DEMOCRAT-voturi","RÎCANU IONUŢ-PARTIDUL NAȚIONAL LIBERAL-voturi","DIN FLORICA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
3,ARGEŞ,"ŞCOALAGEN CU CLS. I-VIII STRÎMBENI",270,CĂLDĂRARU,15064,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:36:05",644,595,1,25,23,413,365,0,25,23,404,9,623,210,126,271,7
3,ARGEŞ,"ŞCOALA GIM.”PROF.UNIV.DR.ION STOIA” CĂLDĂRARU",268,CĂLDĂRARU,15064,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:34:33",693,664,0,7,22,465,436,0,7,22,459,6,750,285,253,198,8
3,ARGEŞ,"ŞCOALA PRIMARĂ ”ÎNV.CONSTANTIN MIHALCEA” BURDEA",269,CĂLDĂRARU,15064,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:41:57",465,436,0,10,19,275,246,0,10,19,263,12,500,225,124,124,15
