precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
4,BACĂU,"PRIMARIA COMUNEI PARAVA (SALA DE FESTIVITATI)",487,PARAVA,24034,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:18:07",743,720,0,8,15,390,367,0,8,15,364,26,800,410,77,43,188,33,15,8
4,BACĂU,"ŞCOALA GIMNAZIALA PARAVA (GRADINITA CU PROGRAM NORMAL PARAVA)",488,PARAVA,24034,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:54:16",227,216,0,7,4,162,151,0,7,4,153,9,200,38,17,39,68,11,9,9
4,BACĂU,"ŞCOALA GIMNAZIALĂ SATUL DRĂGUŞANI",489,PARAVA,24034,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:34:03",700,670,0,8,22,353,323,0,8,22,337,16,700,347,95,27,142,69,0,4
4,BACĂU,"ŞCOALA GIMNAZIALĂ SATUL RĂDOAIA",490,PARAVA,24034,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:42:24",987,971,0,5,11,234,218,0,5,11,202,32,1100,866,49,26,87,17,19,4
