precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ARSENE SERGIU-PARTIDUL SOCIAL DEMOCRAT-voturi","PLEŞEA BOGDAN-FLORIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CRĂCIUN CLAUDIA-IOANA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
8,BRAŞOV,"CĂMINUL CULTURAL",305,BOD,40606,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:56:39",1286,1258,11,13,4,709,690,2,13,4,701,8,1318,609,318,330,53
8,BRAŞOV,"PAVILION ADMINISTRATIV FABRICA DE ZAHAR BOD",306,BOD,40606,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:22:01",890,867,2,9,12,456,435,0,9,12,443,13,1000,544,258,177,8
8,BRAŞOV,"PAVILION ADMINISTRATIV FABRICA DE ZAHAR BOD",307,BOD,40606,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:32:55",991,968,2,10,11,539,518,1,10,10,526,13,1100,561,337,177,12
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ BOD SAT",304,BOD,40606,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:31:07",1602,1584,2,9,7,899,883,0,9,7,877,22,1700,801,299,459,119
