precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi"
32,"SATU MARE","CLĂDIREA SCOLII",252,"ORAŞU NOU",138351,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:17:09",115,105,0,9,1,50,40,0,9,1,46,4,155,105,5,16,13,1,5,6
32,"SATU MARE","GRĂDINIȚĂ CU PROGRAM NORMAL",249,"ORAŞU NOU",138351,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 19:25:52",339,319,1,7,12,184,165,0,7,12,178,6,371,187,5,17,11,3,139,3
32,"SATU MARE","GRĂDINIȚĂ CU PROGRAM NORMAL",250,"ORAŞU NOU",138351,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:46:18",484,478,1,3,2,221,216,0,3,2,214,7,528,307,14,5,93,89,6,7
32,"SATU MARE","ŞCOALA CU CLASELE I-IV",251,"ORAŞU NOU",138351,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:44:36",156,141,0,15,0,93,78,0,15,0,90,3,115,22,49,16,13,4,7,1
32,"SATU MARE","SCOALA GIMNAZIALA ORASU NOU SALA DE CLASĂ 1",247,"ORAŞU NOU",138351,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:36",711,673,1,4,33,423,385,1,4,33,403,20,775,352,14,374,5,4,4,2
32,"SATU MARE","SCOALA GIMNAZIALA ORASU NOU SALA DE CLASĂ 2",248,"ORAŞU NOU",138351,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:01:36",877,823,4,6,44,529,479,0,6,44,521,8,952,423,3,508,5,3,1,1
32,"SATU MARE","SCOALĂ PRIMARĂ REMETEA OAȘ",253,"ORAŞU NOU",138351,3,PART,PRCNCT,CL,CL_SV,"2024-06-11 20:20:27",447,410,2,13,22,290,255,0,13,22,278,12,475,185,7,237,5,3,1,25
