precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SECĂREANU DUMITRU-PARTIDUL SOCIAL DEMOCRAT-voturi","AVRAM MARIAN-VICENŢIU-voturi"
3,ARGEŞ,"CĂMINUL CULTURAL PODU DÎMBOVIŢEI",332,DÂMBOVICIOARA,16329,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:28:20",512,467,0,33,12,430,385,0,33,12,419,11,487,57,211,208
3,ARGEŞ,"CLĂDIRE MULTIFUNCȚIONALĂ DÎMBOVICIOARA",330,DÂMBOVICIOARA,16329,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:02:46",265,230,0,34,1,232,197,0,34,1,228,4,249,17,77,151
3,ARGEŞ,"ŞCOALA CIOCANU",331,DÂMBOVICIOARA,16329,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:08:32",78,53,0,22,3,69,44,0,22,3,68,1,78,9,19,49
