precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DANCU NICULAE-PARTIDUL NAȚIONAL LIBERAL-voturi"
34,SIBIU,"PRIMARIA COMUNEI PĂUCA",317,PĂUCA,145220,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:29:37",636,624,1,1,10,229,218,0,1,10,206,12,700,482,206
34,SIBIU,"ŞCOALA GIMNAZIALA BOGATU-ROMÂN",318,PĂUCA,145220,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:01:29",360,353,0,4,3,191,184,0,4,3,186,5,390,199,186
34,SIBIU,"ŞCOALA PRIMARA BROŞTENI",319,PĂUCA,145220,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:16:28",255,249,1,2,3,150,145,0,2,3,146,4,293,143,146
34,SIBIU,"ŞCOALA PRIMARA PRESACA",320,PĂUCA,145220,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:30:35",282,280,0,2,0,178,176,0,2,0,170,8,301,123,170
