precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ ”NICOLAE MARALOI” SARAIU",532,SARAIU,62823,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:45:44",618,585,0,7,26,446,413,0,7,26,434,12,600,154,329,19,39,47
14,CONSTANŢA,"ȘCOALA PRIMARĂ NR. 1 DULGHERU",533,SARAIU,62823,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:12:13",440,421,0,8,11,271,252,0,8,11,264,7,473,202,171,11,76,6
