precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GRAMA MARIUS-CIPRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CRISTUDOR FLORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","DRÎMBĂ DUMITRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOLOVAN GRIGORAŞ-GABRIEL-PARTIDUL PATRIOȚILOR-voturi"
41,VRANCEA,"SCOALA GIMNAZIALA JARISTEA",195,JARIŞTEA,176506,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:02:16",1646,1620,1,20,5,867,842,0,20,5,845,22,1791,924,564,216,28,37
41,VRANCEA,"SCOALA PRIMARA NR 2 MARGINEA",196,JARIŞTEA,176506,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:52:26",745,737,0,5,3,416,408,0,5,3,401,15,815,399,272,78,18,33
41,VRANCEA,"SCOALA PRIMARA PADURENI",197,JARIŞTEA,176506,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:38:44",394,381,0,10,3,213,200,0,10,3,208,5,421,208,176,19,7,6
41,VRANCEA,"SCOALA PRIMARA SCINTEIA",198,JARIŞTEA,176506,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:10:29",180,170,0,8,2,112,102,0,8,2,110,1,186,75,78,25,2,5
41,VRANCEA,"SCOALA PRIMARA VARSATURA",199,JARIŞTEA,176506,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:46:04",493,472,0,15,6,227,206,0,15,6,220,7,524,297,170,37,7,6
