precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
32,"SATU MARE","CAMINUL CULTURAL DIN DECEBAL",333,VETIŞ,139358,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:02:47",1215,1166,4,31,14,702,655,2,31,14,680,22,1302,600,42,565,73
32,"SATU MARE","CĂMINUL CULTURAL OAR",334,VETIŞ,139358,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:02:46",1402,1387,4,10,1,853,841,1,10,1,818,35,1523,670,673,135,10
32,"SATU MARE","PRIMĂRIA COMUNEI VETIŞ",331,VETIŞ,139358,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:49:53",1306,1289,2,9,6,700,685,0,9,6,678,22,1430,730,393,222,63
32,"SATU MARE","PRIMĂRIA COMUNEI VETIȘ",332,VETIŞ,139358,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:28:43",897,882,3,11,1,502,490,0,11,1,486,16,963,461,151,273,62
