precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","TRIF CLAUDIU-IONEL-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL BALINŢ",298,BALINŢ,155546,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:52:35",396,381,1,9,5,219,205,0,9,5,212,7,406,187,21,69,20,51,12,4,16,19
37,TIMIŞ,"GRADINITA PN BODO",299,BALINŢ,155546,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:52:58",438,428,1,5,4,247,238,0,5,4,233,14,500,253,5,24,16,88,64,16,7,13
37,TIMIŞ,"ŞCOALA PRIMARĂ FĂDIMAC",300,BALINŢ,155546,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:11:48",148,135,0,6,7,135,122,0,6,7,130,5,200,65,8,32,10,45,10,4,10,11
37,TIMIŞ,"ŞCOALA PRIMARĂ TÂRGOVIŞTE",301,BALINŢ,155546,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:29:29",252,236,0,8,8,174,158,0,8,8,169,5,269,95,3,77,31,16,4,4,8,26
