county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PĂTRULESCU NARCIS-IORGU-voturi","PĂTRULESCU NARCIS-IORGU-mandate-faza-1","PĂTRULESCU NARCIS-IORGU-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PURCOI CLAUDIU-FLORIAN-voturi","PURCOI CLAUDIU-FLORIAN-mandate-faza-1","PURCOI CLAUDIU-FLORIAN-mandate-faza-2","PARTIDUL ACUM-voturi","PARTIDUL ACUM-mandate-faza-1","PARTIDUL ACUM-mandate-faza-2","POPA FLORIN-GEORGICĂ-voturi","POPA FLORIN-GEORGICĂ-mandate-faza-1","POPA FLORIN-GEORGICĂ-mandate-faza-2","POPESCU VASILE-voturi","POPESCU VASILE-mandate-faza-1","POPESCU VASILE-mandate-faza-2","BLOCUL SUVERANIST ROMÂN-voturi","BLOCUL SUVERANIST ROMÂN-mandate-faza-1","BLOCUL SUVERANIST ROMÂN-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-1","PARTIDUL ECOLOGIST ROMÂN-mandate-faza-2","SALOMIA DUMITRU-voturi","SALOMIA DUMITRU-mandate-faza-1","SALOMIA DUMITRU-mandate-faza-2","DRĂGHICI MARIAN-voturi","DRĂGHICI MARIAN-mandate-faza-1","DRĂGHICI MARIAN-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","PARTIDUL SOCIALIST ROMÂN-voturi","PARTIDUL SOCIALIST ROMÂN-mandate-faza-1","PARTIDUL SOCIALIST ROMÂN-mandate-faza-2","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-1","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-2","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-2","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-1","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-mandate-faza-2","DICU MIRCEA-voturi","DICU MIRCEA-mandate-faza-1","DICU MIRCEA-mandate-faza-2","ALIANŢA PENTRU REFORMĂ ECHITATE SOCIALĂ EMANCIPARE ŞI LIBERTATE-voturi","ALIANŢA PENTRU REFORMĂ ECHITATE SOCIALĂ EMANCIPARE ŞI LIBERTATE-mandate-faza-1","ALIANŢA PENTRU REFORMĂ ECHITATE SOCIALĂ EMANCIPARE ŞI LIBERTATE-mandate-faza-2","NAȚIUNE OAMENI ÎMPREUNĂ-voturi","NAȚIUNE OAMENI ÎMPREUNĂ-mandate-faza-1","NAȚIUNE OAMENI ÎMPREUNĂ-mandate-faza-2","ROMÂNIA SOCIALISTĂ-voturi","ROMÂNIA SOCIALISTĂ-mandate-faza-1","ROMÂNIA SOCIALISTĂ-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","STOICA CONSTANTIN-MIRCEA-voturi","STOICA CONSTANTIN-MIRCEA-mandate-faza-1","STOICA CONSTANTIN-MIRCEA-mandate-faza-2","BUŞE DANIEL-voturi","BUŞE DANIEL-mandate-faza-1","BUŞE DANIEL-mandate-faza-2","ŢIGARET BOGDAN-FLORIN-voturi","ŢIGARET BOGDAN-FLORIN-mandate-faza-1","ŢIGARET BOGDAN-FLORIN-mandate-faza-2","ZOTICA NICOLAE-voturi","ZOTICA NICOLAE-mandate-faza-1","ZOTICA NICOLAE-mandate-faza-2","MATEI CONSTANTIN-voturi","MATEI CONSTANTIN-mandate-faza-1","MATEI CONSTANTIN-mandate-faza-2","PARTIDUL OAMENILOR LIBERI-voturi","PARTIDUL OAMENILOR LIBERI-mandate-faza-1","PARTIDUL OAMENILOR LIBERI-mandate-faza-2","DUŢĂ ION-voturi","DUŢĂ ION-mandate-faza-1","DUŢĂ ION-mandate-faza-2","ZĂULEŢ IONEL-voturi","ZĂULEŢ IONEL-mandate-faza-1","ZĂULEŢ IONEL-mandate-faza-2","TĂNASIE ION-voturi","TĂNASIE ION-mandate-faza-1","TĂNASIE ION-mandate-faza-2","COSMA VASILE-voturi","COSMA VASILE-mandate-faza-1","COSMA VASILE-mandate-faza-2","DIACONU VIOREL-CONSTANTIN-voturi","DIACONU VIOREL-CONSTANTIN-mandate-faza-1","DIACONU VIOREL-CONSTANTIN-mandate-faza-2","FORȚA DREPTEI-mandate-g9","POPA CONSTANTIN-CĂTĂLIN-voturi","POPA CONSTANTIN-CĂTĂLIN-mandate-faza-1","POPA CONSTANTIN-CĂTĂLIN-mandate-faza-2","ALBU CĂTĂLIN-ADRIAN-voturi","ALBU CĂTĂLIN-ADRIAN-mandate-faza-1","ALBU CĂTĂLIN-ADRIAN-mandate-faza-2","GHEORGHE ION-voturi","GHEORGHE ION-mandate-faza-1","GHEORGHE ION-mandate-faza-2","PARTIDUL ROMÂNIA PUTERNICĂ-voturi","PARTIDUL ROMÂNIA PUTERNICĂ-mandate-faza-1","PARTIDUL ROMÂNIA PUTERNICĂ-mandate-faza-2","JINARU ION-voturi","JINARU ION-mandate-faza-1","JINARU ION-mandate-faza-2","ANGHEL NICOLAE-voturi","ANGHEL NICOLAE-mandate-faza-1","ANGHEL NICOLAE-mandate-faza-2"
40,VÂLCEA,ALUNU,168229,1,FINAL,UAT,CL,CL_CE,"2024-06-10 16:02:06",3445,3385,3,37,20,2086,2029,1,37,19,1978,108,3730,1644,98,138,158,141,71,0,0,330,2,0,532,3,1,364,2,1,68,0,0,243,1,1,138,0,1,232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,AMĂRĂŞTI,168309,1,FINAL,UAT,CL,CL_CE,"2024-06-10 13:33:48",1563,1408,0,70,85,1022,867,0,70,85,965,57,1560,538,48,67,77,79,53,0,1,456,5,1,365,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,BĂRBĂTEŞTI,168559,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:45:30",2589,2569,1,19,0,1507,1488,0,19,0,1416,91,2824,1317,70,99,113,104,0,0,0,629,6,0,628,6,0,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,BERISLĂVEŞTI,168675,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:42:23",2102,2046,2,29,25,1432,1377,1,29,25,1354,78,2312,880,67,94,108,114,0,0,0,239,2,0,745,6,1,148,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,BOIŞOARA,168755,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:50:24",901,824,0,32,45,644,567,0,32,45,582,62,960,316,29,40,46,64,0,0,0,175,2,1,286,4,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,BUDEŞTI,168791,1,FINAL,UAT,CL,CL_CE,"2024-06-10 08:47:06",5352,5259,11,75,7,3052,2969,1,75,7,2971,81,5779,2727,148,207,237,198,175,0,1,1914,9,1,664,3,0,218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,BUJORENI,168880,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:20:28",4225,4158,5,50,12,2324,2262,0,50,12,2235,89,4580,2256,111,156,178,133,0,0,0,953,7,0,895,6,1,156,1,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,25,0,0,88,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,BUNEŞTI,168960,1,FINAL,UAT,CL,CL_CE,"2024-06-10 06:45:31",2155,2113,3,34,5,1336,1297,0,34,5,1267,69,2330,994,63,88,101,109,39,0,0,448,4,0,656,6,0,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,CÂINENI,169119,2,FINAL,UAT,CL,CL_CE,"2024-06-14 16:48:58",1890,1773,1,87,29,1119,1002,1,87,29,1064,55,1966,847,53,74,85,91,44,0,0,683,7,0,162,1,1,105,1,0,0,0,0,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,VÂLCEA,CERNIŞOARA,169039,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:40:25",2899,2737,2,110,50,2021,1862,0,110,49,1912,109,3047,1026,95,133,152,139,62,0,0,455,3,0,948,6,1,256,1,1,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
