precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
20,GORJ,"ŞCOALA GENERALĂ MOI",150,BÂLTENI,79004,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:06:58",868,852,0,13,3,565,549,0,13,3,544,21,900,335,37,43,285,172,2,5
20,GORJ,"ŞCOALA PRIMARĂ COCORENI",149,BÂLTENI,79004,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:45:53",1058,1047,0,8,3,615,604,0,8,3,610,5,1200,585,53,126,219,208,3,1
20,GORJ,"ȘCOALA PRIMARĂ DINKĂ SKELERU",148,BÂLTENI,79004,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 15:24:19",1580,1566,2,6,6,875,863,0,6,6,841,34,1700,825,89,206,280,248,3,15
20,GORJ,"ŞCOALA PRIMARĂ NR.2 PEŞTEANA-JIU",151,BÂLTENI,79004,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:52:57",1730,1721,0,4,5,897,888,0,4,5,861,36,1900,1003,69,217,309,266,0,0
20,GORJ,"ȘCOALA PRIMARĂ VLĂDULENI",152,BÂLTENI,79004,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:49:53",881,864,2,9,6,558,543,0,9,6,542,16,986,428,44,89,227,178,4,0
