precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHIOREAN TUDOR-ŞTEFAN-PARTIDUL NAȚIONAL LIBERAL-voturi","AVORNICIŢI MARIANA-NICOLETA-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞERDAN MIHAIŢĂ-FORȚA DREPTEI-voturi"
32,"SATU MARE","CENTRU DE ZI INGRIJIRE BATRANI",309,TEREBEŞTI,139054,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:33",450,423,2,12,13,319,293,1,12,13,306,13,497,178,75,177,54
32,"SATU MARE","GRĂDINIȚA CU PROGRAM NORMAL PIȘCARI",310,TEREBEŞTI,139054,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:13:49",310,283,0,20,7,310,283,0,20,7,301,9,442,132,33,251,17
32,"SATU MARE","PRIMARIA TEREBESTI",308,TEREBEŞTI,139054,3,PART,PRCNCT,P,P_SV,"2024-06-12 01:11:04",706,670,0,19,17,403,367,0,19,17,389,14,719,316,208,138,43
