precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CIPLEU SORIN-LEONTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","TODOCA IOAN-COLOMAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BRADEA OCTAVIAN-SEBASTIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi"
5,BIHOR,"CĂMIN CULTURAL",187,"ORAŞ ALEŞD",26699,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:22:17",1068,1058,1,8,1,655,646,0,8,1,640,15,1171,516,346,269,25
5,BIHOR,"CENTRUL MULTIFUNCȚIONAL",185,"ORAŞ ALEŞD",26699,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:10:51",1174,1164,0,10,0,638,628,0,10,0,568,70,1283,645,243,125,200
5,BIHOR,"COLEGIUL TEHNIC ALEXANDRU ROMAN",183,"ORAŞ ALEŞD",26699,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:46:02",1483,1466,7,10,0,680,670,0,10,0,673,7,1622,942,214,364,95
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",184,"ORAŞ ALEŞD",26699,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:19:45",1235,1198,10,20,7,676,649,0,20,7,657,19,1321,645,209,407,41
5,BIHOR,"LICEUL TEORETIC CONSTANTIN ȘERBAN",182,"ORAŞ ALEŞD",26699,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:38:57",1304,1285,1,17,1,582,564,0,17,1,569,13,1424,842,176,321,72
5,BIHOR,"PRIMĂRIA ALEȘD- SALA MARE",181,"ORAŞ ALEŞD",26699,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:39:14",1446,1418,5,13,10,782,757,2,13,10,774,8,1555,773,214,506,54
5,BIHOR,"ŞCOALA PRIMARĂ NR. 2",188,"ORAŞ ALEŞD",26699,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:14:35",666,658,0,8,0,397,389,0,8,0,389,8,722,325,156,204,29
5,BIHOR,"ȘCOALA PRIMARĂ NR. 2",186,"ORAŞ ALEŞD",26699,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:56:02",547,536,0,11,0,235,224,0,11,0,214,10,592,368,115,83,16
